GPSWeek [weeks],GPSSecondsOfWeek [s],Carrier-to-noise density ratio (cno) [dbHz],"NLOS (0 == no, 1 == yes, # == No Information)"
1900,126653.49999997074,32,1
1900,126653.49999997074,44,0
1900,126653.49999997074,26,1
1900,126653.49999997074,29,1
1900,126653.49999997074,47,0
1900,126653.49999997074,37,1
1900,126653.49999997074,39,0
1900,126653.49999997074,45,0
1900,126653.49999997074,40,0
1900,126653.49999997074,35,0
1900,126653.49999997074,33,1
1900,126653.49999997074,45,0
1900,126653.49999997074,43,0
1900,126653.49999997074,27,1
1900,126653.69999997073,44,0
1900,126653.69999997073,45,0
1900,126653.69999997073,32,1
1900,126653.69999997073,43,0
1900,126653.69999997073,26,1
1900,126653.69999997073,50,0
1900,126653.69999997073,39,1
1900,126653.69999997073,41,0
1900,126653.69999997073,43,0
1900,126653.69999997073,40,0
1900,126653.69999997073,41,0
1900,126653.69999997073,38,1
1900,126653.69999997073,45,0
1900,126653.69999997073,40,0
1900,126653.69999997073,26,1
1900,126653.99999997074,37,0
1900,126653.99999997074,44,0
1900,126653.99999997074,32,1
1900,126653.99999997074,44,0
1900,126653.99999997074,25,1
1900,126653.99999997074,46,0
1900,126653.99999997074,42,1
1900,126653.99999997074,37,0
1900,126653.99999997074,44,0
1900,126653.99999997074,41,0
1900,126653.99999997074,40,0
1900,126653.99999997074,33,1
1900,126653.99999997074,46,0
1900,126653.99999997074,42,0
1900,126653.99999997074,26,1
1900,126654.19999997073,37,0
1900,126654.19999997073,45,0
1900,126654.19999997073,32,1
1900,126654.19999997073,40,0
1900,126654.19999997073,25,1
1900,126654.19999997073,29,1
1900,126654.19999997073,43,0
1900,126654.19999997073,37,1
1900,126654.19999997073,33,0
1900,126654.19999997073,45,0
1900,126654.19999997073,42,0
1900,126654.19999997073,42,0
1900,126654.19999997073,37,1
1900,126654.19999997073,47,0
1900,126654.19999997073,40,0
1900,126654.19999997073,26,1
1900,126654.39999997073,37,0
1900,126654.39999997073,44,0
1900,126654.39999997073,28,1
1900,126654.39999997073,41,0
1900,126654.39999997073,26,1
1900,126654.39999997073,41,0
1900,126654.39999997073,41,1
1900,126654.39999997073,44,0
1900,126654.39999997073,43,0
1900,126654.39999997073,39,0
1900,126654.39999997073,42,0
1900,126654.39999997073,38,1
1900,126654.39999997073,47,0
1900,126654.39999997073,39,0
1900,126654.39999997073,25,1
1900,126654.59999997073,41,0
1900,126654.59999997073,43,0
1900,126654.59999997073,28,1
1900,126654.59999997073,43,0
1900,126654.59999997073,26,1
1900,126654.59999997073,29,1
1900,126654.59999997073,35,0
1900,126654.59999997073,38,1
1900,126654.59999997073,38,0
1900,126654.59999997073,44,0
1900,126654.59999997073,39,0
1900,126654.59999997073,44,0
1900,126654.59999997073,32,1
1900,126654.59999997073,48,0
1900,126654.59999997073,39,0
1900,126654.59999997073,26,1
1900,126654.79999997072,50,0
1900,126654.79999997072,45,0
1900,126654.79999997072,28,1
1900,126654.79999997072,42,0
1900,126654.79999997072,26,1
1900,126654.79999997072,29,1
1900,126654.79999997072,31,0
1900,126654.79999997072,41,1
1900,126654.79999997072,40,0
1900,126654.79999997072,45,0
1900,126654.79999997072,39,0
1900,126654.79999997072,43,0
1900,126654.79999997072,32,1
1900,126654.79999997072,48,0
1900,126654.79999997072,37,0
1900,126654.79999997072,26,1
1900,126654.99999997072,52,0
1900,126654.99999997072,43,0
1900,126654.99999997072,27,1
1900,126654.99999997072,34,0
1900,126654.99999997072,26,1
1900,126654.99999997072,31,0
1900,126654.99999997072,44,1
1900,126654.99999997072,38,0
1900,126654.99999997072,45,0
1900,126654.99999997072,39,0
1900,126654.99999997072,36,0
1900,126654.99999997072,46,0
1900,126654.99999997072,39,0
1900,126654.99999997072,26,1
1900,126655.19999997072,46,0
1900,126655.19999997072,43,0
1900,126655.19999997072,27,1
1900,126655.19999997072,40,0
1900,126655.19999997072,26,1
1900,126655.19999997072,33,0
1900,126655.19999997072,25,0
1900,126655.19999997072,38,1
1900,126655.19999997072,38,0
1900,126655.19999997072,41,0
1900,126655.19999997072,37,0
1900,126655.19999997072,42,0
1900,126655.19999997072,47,0
1900,126655.19999997072,44,0
1900,126655.19999997072,31,1
1900,126655.39999997072,52,0
1900,126655.39999997072,44,0
1900,126655.39999997072,27,1
1900,126655.39999997072,41,1
1900,126655.39999997072,26,1
1900,126655.39999997072,38,0
1900,126655.39999997072,25,0
1900,126655.39999997072,35,1
1900,126655.39999997072,36,0
1900,126655.39999997072,40,0
1900,126655.39999997072,41,0
1900,126655.39999997072,41,0
1900,126655.39999997072,45,0
1900,126655.39999997072,42,0
1900,126655.39999997072,31,1
1900,126655.59999997071,51,0
1900,126655.59999997071,43,0
1900,126655.59999997071,26,1
1900,126655.59999997071,40,1
1900,126655.59999997071,25,1
1900,126655.59999997071,40,0
1900,126655.59999997071,26,1
1900,126655.59999997071,40,1
1900,126655.59999997071,35,0
1900,126655.59999997071,40,0
1900,126655.59999997071,39,0
1900,126655.59999997071,45,0
1900,126655.59999997071,46,0
1900,126655.59999997071,44,0
1900,126655.59999997071,25,1
1900,126655.79999997071,47,0
1900,126655.79999997071,41,0
1900,126655.79999997071,26,1
1900,126655.79999997071,33,1
1900,126655.79999997071,25,1
1900,126655.79999997071,41,0
1900,126655.79999997071,31,1
1900,126655.79999997071,38,1
1900,126655.79999997071,33,1
1900,126655.79999997071,33,1
1900,126655.79999997071,36,0
1900,126655.79999997071,46,0
1900,126655.79999997071,46,0
1900,126655.79999997071,39,0
1900,126655.79999997071,26,1
1900,126655.99999997071,48,0
1900,126655.99999997071,42,0
1900,126655.99999997071,26,1
1900,126655.99999997071,36,1
1900,126655.99999997071,30,1
1900,126655.99999997071,40,1
1900,126655.99999997071,33,1
1900,126655.99999997071,32,1
1900,126655.99999997071,33,1
1900,126655.99999997071,33,1
1900,126655.99999997071,34,0
1900,126655.99999997071,42,0
1900,126655.99999997071,48,0
1900,126655.99999997071,44,0
1900,126655.99999997071,26,1
1900,126656.1999999707,50,0
1900,126656.1999999707,38,0
1900,126656.1999999707,26,1
1900,126656.1999999707,36,1
1900,126656.1999999707,30,1
1900,126656.1999999707,38,1
1900,126656.1999999707,38,1
1900,126656.1999999707,37,1
1900,126656.1999999707,34,1
1900,126656.1999999707,39,1
1900,126656.1999999707,39,0
1900,126656.1999999707,39,0
1900,126656.1999999707,47,0
1900,126656.1999999707,45,0
1900,126656.1999999707,26,1
1900,126656.3999999707,49,0
1900,126656.3999999707,31,0
1900,126656.3999999707,26,1
1900,126656.3999999707,36,1
1900,126656.3999999707,29,1
1900,126656.3999999707,32,1
1900,126656.3999999707,35,1
1900,126656.3999999707,34,1
1900,126656.3999999707,33,1
1900,126656.3999999707,38,1
1900,126656.3999999707,37,0
1900,126656.3999999707,42,0
1900,126656.3999999707,47,0
1900,126656.3999999707,43,0
1900,126656.3999999707,26,1
1900,126656.5999999707,49,0
1900,126656.5999999707,32,0
1900,126656.5999999707,26,1
1900,126656.5999999707,38,1
1900,126656.5999999707,29,1
1900,126656.5999999707,32,1
1900,126656.5999999707,28,0
1900,126656.5999999707,31,1
1900,126656.5999999707,28,1
1900,126656.5999999707,37,1
1900,126656.5999999707,39,0
1900,126656.5999999707,33,0
1900,126656.5999999707,47,0
1900,126656.5999999707,43,0
1900,126656.5999999707,27,1
1900,126656.7999999707,49,0
1900,126656.7999999707,26,1
1900,126656.7999999707,26,1
1900,126656.7999999707,38,1
1900,126656.7999999707,21,1
1900,126656.7999999707,32,0
1900,126656.7999999707,24,1
1900,126656.7999999707,32,1
1900,126656.7999999707,40,1
1900,126656.7999999707,37,0
1900,126656.7999999707,39,0
1900,126656.7999999707,46,0
1900,126656.7999999707,44,0
1900,126656.7999999707,32,1
1900,126656.99999997069,50,0
1900,126656.99999997069,32,1
1900,126656.99999997069,26,1
1900,126656.99999997069,36,1
1900,126656.99999997069,21,1
1900,126656.99999997069,28,0
1900,126656.99999997069,30,1
1900,126656.99999997069,32,1
1900,126656.99999997069,41,1
1900,126656.99999997069,37,0
1900,126656.99999997069,41,0
1900,126656.99999997069,47,0
1900,126656.99999997069,46,0
1900,126656.99999997069,31,1
1900,126657.19999997069,49,0
1900,126657.19999997069,31,1
1900,126657.19999997069,27,1
1900,126657.19999997069,39,1
1900,126657.19999997069,21,1
1900,126657.19999997069,33,0
1900,126657.19999997069,30,1
1900,126657.19999997069,33,1
1900,126657.19999997069,40,1
1900,126657.19999997069,35,0
1900,126657.19999997069,40,0
1900,126657.19999997069,48,0
1900,126657.19999997069,42,0
1900,126657.19999997069,27,1
1900,126657.39999997069,50,0
1900,126657.39999997069,35,1
1900,126657.39999997069,27,1
1900,126657.39999997069,38,1
1900,126657.39999997069,22,1
1900,126657.39999997069,38,0
1900,126657.39999997069,31,1
1900,126657.39999997069,33,1
1900,126657.39999997069,43,1
1900,126657.39999997069,37,0
1900,126657.39999997069,38,1
1900,126657.39999997069,48,0
1900,126657.39999997069,42,0
1900,126657.39999997069,32,1
1900,126657.59999997068,51,0
1900,126657.59999997068,35,1
1900,126657.59999997068,27,1
1900,126657.59999997068,40,1
1900,126657.59999997068,22,1
1900,126657.59999997068,33,1
1900,126657.59999997068,35,0
1900,126657.59999997068,31,1
1900,126657.59999997068,33,1
1900,126657.59999997068,30,1
1900,126657.59999997068,38,1
1900,126657.59999997068,37,0
1900,126657.59999997068,32,1
1900,126657.59999997068,46,0
1900,126657.59999997068,41,0
1900,126657.59999997068,32,1
1900,126657.79999997068,51,0
1900,126657.79999997068,35,1
1900,126657.79999997068,26,1
1900,126657.79999997068,36,1
1900,126657.79999997068,23,1
1900,126657.79999997068,36,1
1900,126657.79999997068,32,0
1900,126657.79999997068,31,1
1900,126657.79999997068,36,1
1900,126657.79999997068,30,1
1900,126657.79999997068,39,1
1900,126657.79999997068,39,0
1900,126657.79999997068,32,1
1900,126657.79999997068,46,0
1900,126657.79999997068,41,0
1900,126657.79999997068,41,1
1900,126657.99999997068,51,0
1900,126657.99999997068,27,1
1900,126657.99999997068,27,1
1900,126657.99999997068,38,1
1900,126657.99999997068,24,1
1900,126657.99999997068,36,0
1900,126657.99999997068,34,0
1900,126657.99999997068,30,1
1900,126657.99999997068,36,1
1900,126657.99999997068,36,1
1900,126657.99999997068,39,0
1900,126657.99999997068,35,1
1900,126657.99999997068,46,0
1900,126657.99999997068,35,0
1900,126657.99999997068,43,1
1900,126658.19999997068,51,0
1900,126658.19999997068,32,1
1900,126658.19999997068,27,1
1900,126658.19999997068,38,1
1900,126658.19999997068,25,1
1900,126658.19999997068,36,0
1900,126658.19999997068,34,0
1900,126658.19999997068,30,1
1900,126658.19999997068,33,1
1900,126658.19999997068,42,0
1900,126658.19999997068,41,0
1900,126658.19999997068,38,1
1900,126658.19999997068,48,0
1900,126658.19999997068,35,0
1900,126658.19999997068,34,0
1900,126658.49999997068,50,0
1900,126658.49999997068,32,1
1900,126658.49999997068,27,1
1900,126658.49999997068,33,1
1900,126658.49999997068,26,1
1900,126658.49999997068,36,0
1900,126658.49999997068,30,1
1900,126658.49999997068,30,1
1900,126658.49999997068,38,1
1900,126658.49999997068,25,1
1900,126658.49999997068,40,0
1900,126658.49999997068,43,0
1900,126658.49999997068,34,0
1900,126658.49999997068,49,0
1900,126658.49999997068,34,0
1900,126658.49999997068,43,0
1900,126658.69999997068,52,0
1900,126658.69999997068,32,1
1900,126658.69999997068,27,1
1900,126658.69999997068,38,1
1900,126658.69999997068,26,1
1900,126658.69999997068,33,0
1900,126658.69999997068,36,1
1900,126658.69999997068,30,1
1900,126658.69999997068,37,1
1900,126658.69999997068,30,1
1900,126658.69999997068,43,0
1900,126658.69999997068,42,0
1900,126658.69999997068,33,0
1900,126658.69999997068,50,0
1900,126658.69999997068,37,1
1900,126658.69999997068,36,0
1900,126658.89999997067,51,0
1900,126658.89999997067,27,1
1900,126658.89999997067,27,1
1900,126658.89999997067,36,1
1900,126658.89999997067,26,1
1900,126658.89999997067,33,0
1900,126658.89999997067,40,1
1900,126658.89999997067,30,1
1900,126658.89999997067,37,1
1900,126658.89999997067,24,1
1900,126658.89999997067,40,0
1900,126658.89999997067,42,0
1900,126658.89999997067,33,1
1900,126658.89999997067,49,0
1900,126658.89999997067,37,1
1900,126658.89999997067,43,0
1900,126659.09999997067,52,0
1900,126659.09999997067,27,1
1900,126659.09999997067,26,1
1900,126659.09999997067,35,1
1900,126659.09999997067,26,1
1900,126659.09999997067,30,0
1900,126659.09999997067,36,1
1900,126659.09999997067,30,1
1900,126659.09999997067,39,1
1900,126659.09999997067,30,1
1900,126659.09999997067,33,0
1900,126659.09999997067,40,0
1900,126659.09999997067,29,1
1900,126659.09999997067,46,0
1900,126659.09999997067,37,1
1900,126659.09999997067,38,0
1900,126659.29999997067,50,0
1900,126659.29999997067,27,1
1900,126659.29999997067,26,1
1900,126659.29999997067,34,1
1900,126659.29999997067,27,1
1900,126659.29999997067,33,0
1900,126659.29999997067,40,1
1900,126659.29999997067,31,1
1900,126659.29999997067,35,1
1900,126659.29999997067,30,1
1900,126659.29999997067,36,0
1900,126659.29999997067,36,0
1900,126659.29999997067,33,1
1900,126659.29999997067,44,0
1900,126659.29999997067,34,1
1900,126659.29999997067,44,0
1900,126659.49999997066,51,0
1900,126659.49999997066,27,1
1900,126659.49999997066,36,1
1900,126659.49999997066,31,1
1900,126659.49999997066,23,0
1900,126659.49999997066,36,1
1900,126659.49999997066,31,1
1900,126659.49999997066,32,1
1900,126659.49999997066,30,1
1900,126659.49999997066,36,0
1900,126659.49999997066,36,0
1900,126659.49999997066,36,1
1900,126659.49999997066,46,0
1900,126659.49999997066,34,1
1900,126659.49999997066,39,0
1900,126659.69999997066,52,0
1900,126659.69999997066,28,1
1900,126659.69999997066,38,1
1900,126659.69999997066,31,1
1900,126659.69999997066,38,0
1900,126659.69999997066,34,1
1900,126659.69999997066,32,1
1900,126659.69999997066,29,1
1900,126659.69999997066,36,0
1900,126659.69999997066,36,0
1900,126659.69999997066,32,1
1900,126659.69999997066,47,0
1900,126659.69999997066,36,1
1900,126659.69999997066,44,0
1900,126659.89999997066,52,0
1900,126659.89999997066,32,1
1900,126659.89999997066,38,1
1900,126659.89999997066,25,1
1900,126659.89999997066,38,0
1900,126659.89999997066,31,1
1900,126659.89999997066,31,1
1900,126659.89999997066,29,1
1900,126659.89999997066,41,0
1900,126659.89999997066,36,0
1900,126659.89999997066,33,1
1900,126659.89999997066,48,0
1900,126659.89999997066,38,1
1900,126659.89999997066,35,0
1900,126660.09999997066,52,0
1900,126660.09999997066,33,1
1900,126660.09999997066,38,1
1900,126660.09999997066,25,1
1900,126660.09999997066,30,1
1900,126660.09999997066,39,0
1900,126660.09999997066,26,1
1900,126660.09999997066,32,1
1900,126660.09999997066,36,0
1900,126660.09999997066,36,0
1900,126660.09999997066,29,0
1900,126660.09999997066,50,0
1900,126660.09999997066,36,1
1900,126660.09999997066,34,0
1900,126660.29999997065,52,0
1900,126660.29999997065,33,1
1900,126660.29999997065,32,1
1900,126660.29999997065,25,1
1900,126660.29999997065,29,1
1900,126660.29999997065,38,0
1900,126660.29999997065,27,1
1900,126660.29999997065,32,0
1900,126660.29999997065,38,0
1900,126660.29999997065,33,0
1900,126660.29999997065,34,0
1900,126660.29999997065,49,0
1900,126660.29999997065,33,1
1900,126660.29999997065,25,0
1900,126660.49999997065,50,0
1900,126660.49999997065,29,1
1900,126660.49999997065,38,1
1900,126660.49999997065,26,1
1900,126660.49999997065,33,1
1900,126660.49999997065,36,0
1900,126660.49999997065,31,1
1900,126660.49999997065,32,0
1900,126660.49999997065,31,1
1900,126660.49999997065,33,0
1900,126660.49999997065,34,0
1900,126660.49999997065,47,0
1900,126660.49999997065,30,1
1900,126660.49999997065,38,0
1900,126660.69999997065,48,0
1900,126660.69999997065,28,1
1900,126660.69999997065,27,1
1900,126660.69999997065,33,1
1900,126660.69999997065,27,1
1900,126660.69999997065,29,1
1900,126660.69999997065,40,0
1900,126660.69999997065,38,1
1900,126660.69999997065,32,0
1900,126660.69999997065,23,1
1900,126660.69999997065,25,1
1900,126660.69999997065,40,1
1900,126660.69999997065,39,0
1900,126660.69999997065,30,0
1900,126660.69999997065,46,0
1900,126660.69999997065,30,1
1900,126660.69999997065,35,0
1900,126660.89999997064,47,0
1900,126660.89999997064,33,1
1900,126660.89999997064,27,1
1900,126660.89999997064,34,1
1900,126660.89999997064,27,1
1900,126660.89999997064,33,1
1900,126660.89999997064,40,0
1900,126660.89999997064,36,1
1900,126660.89999997064,35,0
1900,126660.89999997064,23,1
1900,126660.89999997064,25,1
1900,126660.89999997064,38,1
1900,126660.89999997064,36,0
1900,126660.89999997064,30,1
1900,126660.89999997064,47,0
1900,126660.89999997064,34,1
1900,126660.89999997064,34,0
1900,126661.09999997064,49,0
1900,126661.09999997064,32,1
1900,126661.09999997064,27,1
1900,126661.09999997064,33,1
1900,126661.09999997064,27,1
1900,126661.09999997064,34,1
1900,126661.09999997064,36,0
1900,126661.09999997064,38,0
1900,126661.09999997064,38,0
1900,126661.09999997064,24,1
1900,126661.09999997064,25,1
1900,126661.09999997064,36,1
1900,126661.09999997064,40,0
1900,126661.09999997064,35,1
1900,126661.09999997064,50,0
1900,126661.09999997064,36,0
1900,126661.09999997064,44,0
1900,126661.29999997062,50,0
1900,126661.29999997062,32,1
1900,126661.29999997062,27,1
1900,126661.29999997062,33,1
1900,126661.29999997062,27,1
1900,126661.29999997062,33,1
1900,126661.29999997062,40,0
1900,126661.29999997062,41,0
1900,126661.29999997062,28,0
1900,126661.29999997062,24,1
1900,126661.29999997062,25,1
1900,126661.29999997062,30,1
1900,126661.29999997062,34,0
1900,126661.29999997062,35,1
1900,126661.29999997062,47,0
1900,126661.29999997062,34,0
1900,126661.29999997062,47,0
1900,126661.49999997063,50,0
1900,126661.49999997063,32,1
1900,126661.49999997063,32,1
1900,126661.49999997063,38,0
1900,126661.49999997063,27,1
1900,126661.49999997063,36,1
1900,126661.49999997063,45,0
1900,126661.49999997063,37,0
1900,126661.49999997063,28,0
1900,126661.49999997063,25,1
1900,126661.49999997063,29,1
1900,126661.49999997063,30,0
1900,126661.49999997063,39,1
1900,126661.49999997063,45,0
1900,126661.49999997063,30,0
1900,126661.49999997063,41,0
1900,126661.69999997063,50,0
1900,126661.69999997063,32,1
1900,126661.69999997063,31,1
1900,126661.69999997063,33,0
1900,126661.69999997063,27,1
1900,126661.69999997063,36,1
1900,126661.69999997063,40,0
1900,126661.69999997063,34,0
1900,126661.69999997063,32,0
1900,126661.69999997063,25,1
1900,126661.69999997063,33,1
1900,126661.69999997063,41,0
1900,126661.69999997063,39,1
1900,126661.69999997063,45,0
1900,126661.69999997063,37,0
1900,126661.69999997063,46,0
1900,126661.89999997063,50,0
1900,126661.89999997063,38,1
1900,126661.89999997063,25,1
1900,126661.89999997063,27,1
1900,126661.89999997063,34,0
1900,126661.89999997063,43,0
